frequency_hz,h_real,h_imag,magnitude,magnitude_db,phase_deg,fit_real,fit_imag,fit_magnitude,fit_magnitude_db,fit_phase_deg,complex_error
1500,-0.424626323886359,-0.902147316528998,0.997084397459771,-0.0253615920462473,-115.205616448933,-0.426384991735076,-0.896895719416461,0.993089166532639,-0.0602351147940297,-115.42645444642,0.00553824745154218
1520,-0.459950116457763,-0.883020867083086,0.995630434113821,-0.0380367297044073,-117.514218494196,-0.450329022582771,-0.885230099426731,0.993191098183736,-0.0593436322690743,-116.963081728063,0.00987148189987831
1540,-0.474836278140065,-0.881338135619995,1.0011125812495,0.00965838607265626,-118.314340719791,-0.473953054553278,-0.872926187225533,0.993293323376579,-0.058449674345802,-118.499635309892,0.00845818891343388
1560,-0.502978534556797,-0.85608488008012,0.992909224514857,-0.0618090904014865,-120.435662072513,-0.497240085144313,-0.859992749257496,0.993395807847904,-0.0575535413833375,-120.036115464877,0.00694271151403583
1580,-0.524962321499036,-0.855077177329823,1.00336554564326,0.0291836760328026,-121.547245361509,-0.520173351371494,-0.846439004574771,0.993498517332855,-0.0566555336326948,-121.572522501064,0.00987685493609209
1600,-0.545253669368114,-0.829288645288894,0.992482353074593,-0.0655441301979313,-123.324745388221,-0.542736341805654,-0.832274618319164,0.993601417578947,-0.0557559511140856,-123.108856761274,0.00390550547230717
1620,-0.572484876451839,-0.825007316856609,1.00417927016695,0.0362250349503682,-124.757357315021,-0.564912808433842,-0.817509694884719,0.993704474360017,-0.0548550934944711,-124.645118622776,0.0106560100085605
1640,-0.586327539303719,-0.801101612816549,0.99274557536321,-0.0632407979408609,-126.200456017345,-0.586686778335573,-0.802154770765478,0.993807653490146,-0.0539532599655087,-126.181308496949,0.00111274181524684
1660,-0.61765711257466,-0.790678511210844,1.00333086108455,0.0288834151182879,-127.996011063527,-0.608042565166003,-0.78622080709334,0.993910920837554,-0.053050749121976,-127.717426828918,0.0105976718137778
1680,-0.627850669399089,-0.772210127149813,0.995241148434697,-0.041433525880798,-129.113068949156,-0.628964780437827,-0.769719181871226,0.994014242338465,-0.0521478588406062,-129.253474097172,0.00272874546038193
1700,-0.658349859958087,-0.754327476680181,1.00121650015445,0.010559964288622,-131.113284676339,-0.649438344593866,-0.752661681906886,0.994117584010928,-0.0512448861594867,-130.789450813173,0.00906586886699088
1720,-0.66909077263741,-0.739885425502254,0.997553459669795,-0.0212764167346536,-132.123566371778,-0.669448497862396,-0.735060494452967,0.994220911968593,-0.0503421271580133,-132.325357520935,0.00483817392896916
1740,-0.696662825416449,-0.71628756347426,0.999203165479935,-0.00692397569901946,-134.204259131462,-0.688980810887477,-0.716928198559121,0.994324192434436,-0.049439876837514,-133.861194796597,0.00770868085571649
1760,-0.709774047345408,-0.705493424646374,1.00074980414904,0.00651027567780072,-135.173296476671,-0.708021195126651,-0.698277756142176,0.994427391754433,-0.0485384290024515,-135.396963247967,0.00742552104995149
1780,-0.731053753743877,-0.677432877857276,0.996671909338778,-0.0289556384548932,-137.180188923872,-0.726555913008562,-0.679122502780544,0.994530476411163,-0.0476380761424201,-136.932663514061,0.00480472722030941
1800,-0.748911219149217,-0.666348539860889,1.00244121560434,0.0211782894415964,-138.338706977602,-0.74457158784319,-0.659476138239283,0.99463341303735,-0.0467391093148912,-138.468296264618,0.00812787204137164
1820,-0.764576585446109,-0.638456318713261,0.996094285656393,-0.0339910266611347,-140.136578995718,-0.76205521347757,-0.6393527167324,0.994736168429321,-0.0458418180287622,-140.003862199605,0.00267597571223051
1840,-0.785144477837629,-0.624953722985418,1.00350336668706,0.0303766771010478,-141.481161145782,-0.778994163690068,-0.618766636929161,0.994838709560405,-0.0449464901287132,-141.539362048696,0.00872389809553202
1860,-0.795828524023665,-0.598302824291831,0.995645172340662,-0.0379081542210442,-143.0642033845,-0.795376201316387,-0.597732631711375,0.994941003594229,-0.0440534116805429,-143.07479657075,0.000727815505692482
1880,-0.818371084950334,-0.580106929196332,1.00312276516107,0.0270817305855984,-144.668865285737,-0.811189487100756,-0.576265757688787,0.99504301789793,-0.0431628668574138,-144.610166553265,0.00814431987482271
1900,-0.826621403075901,-0.557327635311325,0.996953879126254,-0.0264986492989639,-146.011222478683,-0.826422588265859,-0.554381384479901,0.995144720055276,-0.0422751378270466,-146.145472811817,0.00295295128479319
1920,-0.847403782968884,-0.534342200493312,1.00180574894438,0.0156703919023576,-147.765950655985,-0.841064486795302,-0.53209518376569,0.995246077879681,-0.0413905046400304,-147.680716189492,0.00672575350058374
1940,-0.855667447122375,-0.513741269475325,0.998046527987068,-0.0169842368373841,-149.019466884765,-0.855104587422592,-0.509423118123873,0.995347059427118,-0.0405092451191022,-149.215897556294,0.00435468048606138
1960,-0.874012379646288,-0.487098908869039,1.00058132442914,0.00504785275748477,-150.86848539783,-0.868532725320811,-0.486381429651531,0.99544763300892,-0.0396316347496306,-150.751017808554,0.00552642632758928
1980,-0.88346521843851,-0.468725818990646,1.00010733702891,0.000932267554662379,-152.051644499152,-0.881339173487352,-0.462986628384044,0.995547767204464,-0.038757946571219,-152.28607786831,0.00612032482416214
2000,-0.896756284676514,-0.439778994233871,0.99878796442297,-0.0105339923365787,-153.876167661219,-0.893514649818325,-0.439255480518445,0.995647430873728,-0.037888451070516,-153.821078682688,0.00328363566250288
2020,-0.908296245889976,-0.420304656681637,1.00082869399618,0.0071949637944507,-155.168149905948,-0.905050323867435,-0.415204996449452,0.995746593169737,-0.037023416075226,-155.356021223266,0.00604504294940508
2040,-0.918194308078698,-0.391740704933686,0.998269285959485,-0.0150458149114269,-156.894845088786,-0.915937823284325,-0.390852418626558,0.995845223550857,-0.0361631066494878,-156.890906485421,0.00242503117313303
2060,-0.930432549747276,-0.371020914246947,1.00167921433853,0.0145732380495422,-158.259777260806,-0.926169239927667,-0.366215209240719,0.99594329179297,-0.0353077849904722,-158.425735487679,0.00642422067062238
2080,-0.936746298100626,-0.343354112233897,0.997690169037039,-0.0200861435658639,-159.870141435019,-0.935737135648422,-0.341311037749274,0.996040768001491,-0.0344577103264095,-159.960509271037,0.0022787194221
2100,-0.949040068090527,-0.319537874739145,1.00138978636397,0.0120631503173664,-161.391833015798,-0.944634547738977,-0.316157768247883,0.996137622623252,-0.033613138815971,-161.495228898291,0.00555281275212822
2120,-0.953935800541604,-0.293970593383754,0.998204498752309,-0.0156095433570449,-162.872480316607,-0.952854994044083,-0.290773446698368,0.996233826458226,-0.0327743234491082,-163.029895453342,0.00337489105201371
2140,-0.96411105128022,-0.267953416826377,1.00065436229978,0.00568185992442318,-164.467900943361,-0.96039247772973,-0.265176288021461,0.996329350671098,-0.0319415139493363,-164.564510040501,0.00464114572594895
2160,-0.968369801941504,-0.243021544589258,0.998398489805937,-0.0139216916433659,-165.912029922836,-0.96724149170636,-0.239384663063553,0.99642416680267,-0.0311149566775614,-166.099073783779,0.00380788539989659
2180,-0.976621177932977,-0.215559594070568,1.00012742377312,0.00110671832099768,-167.553251925416,-0.973397022703038,-0.213417085446656,0.996518246781103,-0.0302948945374213,-167.633587826176,0.00387111355430004
2200,-0.980858634923048,-0.191605921982141,0.999398064357607,-0.00522992075485494,-168.946744121933,-0.978854554989461,-0.187292198310875,0.996611562932989,-0.0294815668822164,-169.168053328955,0.00475652691490829
2220,-0.985664363979267,-0.163521481494007,0.999136383747809,-0.00750451643398072,-170.580436031458,-0.983610073742909,-0.161028760958754,0.996704087994246,-0.0286752094234396,-170.70247147091,0.00323013374987329
2240,-0.989608525795135,-0.13840876362265,0.99924072183532,-0.00659751133322724,-172.038136853329,-0.987660068057497,-0.134645635410982,0.996795795120829,-0.0278760541409839,-172.236843447632,0.00423764338905639
2260,-0.99288929765862,-0.110766172433772,0.99904869869324,-0.0082668309103281,-173.634435502414,-0.99100153359335,-0.108161772882967,0.996886657899261,-0.0270843291949969,-173.771170470765,0.00321660538244266
2280,-0.995872270741769,-0.085407092391319,0.999527864075388,-0.00410188893612351,-175.098245372928,-0.99363197486356,-0.081596200191893,0.996976650356975,-0.0263002588394643,-175.305453767253,0.00442061364264803
2300,-0.996830483604301,-0.0582391781118469,0.998530327486316,-0.0127748029474277,-176.656332008644,-0.995549407157024,-0.0549680061039273,0.997065746972457,-0.0255240633375562,-176.839694578588,0.00351307887317758
2320,-0.998521831519238,-0.0314244097749878,0.999016186830944,-0.00854949885559388,-178.197443523147,-0.996752358095557,-0.0282963276312702,0.997153922685194,-0.02475595887871,-178.373894160047,0.00359387452409776
2340,-0.999002429305206,-0.00492516671967951,0.999014569976294,-0.00856355651812221,-179.717529235263,-0.997239868823895,-0.00160033628883953,0.997241152905423,-0.0239961574975575,-179.90805377993,0.00376312594050721
2360,-0.998329476348007,0.0216024644546591,0.998563172671514,-0.0124890980930717,-181.239607707993,-0.997011494831473,0.0251007756796321,0.997327413523667,-0.0232448669946851,-181.442174718789,0.00373834946262345
2380,-0.997489019731408,0.0486579081168912,0.998675090561008,-0.011515647448164,-182.79269704532,-0.996067306405121,0.0517878090962355,0.99741268092006,-0.0225022908592667,-182.976258268653,0.00343766620291193
2400,-0.995583808359293,0.0749411549136908,0.998400368673305,-0.0139053458461566,-184.304740166325,-0.994407888712107,0.0784415716543963,0.997496931973468,-0.0217686281935478,-184.51030573226,0.00369265546392414
2420,-0.99355516856785,0.101989917648864,0.998776159251867,-0.0106366557876692,-185.860968305372,-0.992034341513158,0.105042891725378,0.997580144070377,-0.0210440736393401,-186.044318422268,0.00341080131965277
2440,-0.989905439237504,0.127382899756884,0.998067724046053,-0.0167997718159817,-187.332632450667,-0.988948278505422,0.131572632155871,0.997662295113563,-0.020328817306421,-187.578297660483,0.00429767544635056
2460,-0.985795365003292,0.155470138056842,0.997979691922329,-0.0175659232667358,-188.962319051864,-0.985151826295558,0.158011704046774,0.997743363530542,-0.0196230447028934,-189.112244777072,0.00262177416066503
2480,-0.982149662627925,0.180406240612145,0.998581179199746,-0.0123324717412089,-190.408354911309,-0.9806476230034,0.184341080503249,0.997823328281778,-0.0189269366676267,-190.64616110978,0.00421177967161886
2500,-0.975797043196183,0.207709195599051,0.997658748995276,-0.020359690726196,-192.0166914201,-0.97543881649694,0.210541810346156,0.997902168868666,-0.0182406693046578,-192.180048003147,0.00285517646977687
2520,-0.971125860245067,0.232441012484125,0.998556087919636,-0.012550724230419,-193.460627872395,-0.9695290622596,0.236595031774992,0.997979865341275,-0.0175644139196996,-193.713906807718,0.00445035280346225
2540,-0.962287618556991,0.259391681376635,0.996635091292436,-0.0292765097377878,-195.085932719917,-0.962922520891054,0.26248198597246,0.998056398305841,-0.0168983369587447,-195.247738879267,0.00315485078391577
2560,-0.957628991089897,0.284958256241669,0.999126865005715,-0.00758726703590842,-196.571239144877,-0.955623855243117,0.288184030640837,0.998131748932032,-0.016242599948719,-196.781545578002,0.00379818249145211
2580,-0.946950365722121,0.309614943144192,0.996281289676484,-0.0323605145174732,-198.105677095615,-0.94763822719248,0.313682653460349,0.998205898959945,-0.0155973594403372,-198.315328267791,0.00412546004932511
2600,-0.940500185041106,0.336404608561724,0.998853672328395,-0.00996258693074314,-199.681465178647,-0.938971294052337,0.338959485459777,0.998278830706871,-0.0149627669530794,-199.849088315373,0.0029773988009242
2620,-0.929103367461949,0.359360428968317,0.996179193387127,-0.0332506672809821,-201.145571621434,-0.929629204625198,0.363996314289617,0.998350527073785,-0.0143389689223528,-201.382827089583,0.00466561222504628
2640,-0.920628474590543,0.386841932634752,0.998600755593295,-0.012162193419613,-202.791820465601,-0.919618594899486,0.388775097388109,0.998420971551599,-0.0137261066488529,-202.916545960569,0.00218105088295331
2660,-0.90906358284123,0.407839948309322,0.996358379843861,-0.0316884445024163,-204.162789491923,-0.908946583392706,0.413277975030573,0.998490148227134,-0.0131243162501557,-204.450246299024,0.00543928520046474
2680,-0.897048848391574,0.435884027934747,0.997342229231906,-0.023115835496015,-205.915529860898,-0.897620766144312,0.437487283252516,0.998558041788843,-0.0125337286145436,-205.983929475407,0.00170220960220894
2700,-0.886781756908485,0.456449083578121,0.997360341243328,-0.0229580987640683,-207.236030201774,-0.885649211361593,0.461385566637094,0.998624637532263,-0.0119544693570774,-207.51759685918,0.00506473339943089
2720,-0.871680811391837,0.482755091486505,0.996433598040971,-0.0310327443927928,-208.978602414322,-0.873040453722181,0.48495559095754,0.99868992136519,-0.0113866587779944,-209.051249818042,0.00258666294450737
2740,-0.861615720813245,0.503554102043991,0.99797213590253,-0.0176316871325427,-210.303297695606,-0.859803488337049,0.508180355665335,0.998753879812592,-0.0108304118233395,-210.584889717168,0.00496854195079239
2760,-0.843508871269972,0.527900505132004,0.995080981242113,-0.0428314850761286,-212.039926320624,-0.845947764378096,0.531043106214923,0.998816500021246,-0.0102858380479639,-212.118517918459,0.00397795690766248
2780,-0.833596786686877,0.550460802107548,0.998944791983807,-0.0091702594908607,-213.438546213088,-0.831483178374671,0.55352734621592,0.998877769764091,-0.00975304158084094,-213.652135779785,0.003724383555169
2800,-0.814014413106372,0.57100819205495,0.994318771892985,-0.0494872279464472,-215.048578719332,-0.81642006718365,0.575616849403896,0.998937677444306,-0.0092321210927125,-215.18574465425,0.00519873966452637
2820,-0.802224233081348,0.595298309016013,0.998971369389675,-0.00893917030032105,-216.577622595602,-0.800769200637909,0.597295671420855,0.998996212099108,-0.00872316976612198,-216.719345889449,0.00247114871825592
2840,-0.782628349845927,0.613043668920587,0.994147712357763,-0.0509816501656951,-218.072092011896,-0.784541773878277,0.618548161396754,0.999053363403266,-0.00822627526779992,-218.252940826739,0.00582757487706131
2860,-0.768098209380372,0.638435440277782,0.998786599157206,-0.0105458652828647,-219.733015321134,-0.767749399374302,0.639358973323466,0.999109121672322,-0.00774151972347332,-219.786530800513,0.000987209049191362
2880,-0.749955429235837,0.653419029778438,0.994680639359641,-0.0463267032163969,-221.064892965536,-0.750404098639398,0.65971307721277,0.999163477865534,-0.00726897969503715,-221.320117137485,0.00631001880657332
2900,-0.730877140788197,0.678660844654519,0.99737752982204,-0.0228084068171685,-222.878449548626,-0.732518293646148,0.679595770030084,0.999216423588527,-0.00680872616016181,-222.853701155984,0.00188877424829847
2920,-0.715015239477322,0.69340031612595,0.996017465252683,-0.0346609223621206,-224.120751924943,-0.714104797947804,0.698992686395799,0.999267951095646,-0.00636082449435142,-224.387284165245,0.00566599585366686
2940,-0.69250789782363,0.716166723053599,0.996223852232737,-0.0328612864222762,-225.962197642817,-0.695176807512229,0.717889809046255,0.999318053292025,-0.00592533445538431,-225.920867464726,0.0031768072437562
2960,-0.677637903913586,0.731525052215463,0.997156974021259,-0.0247293797045619,-227.189954313055,-0.675747891274726,0.736273479046544,0.999366723735357,-0.00550231017025624,-227.454452343417,0.00511074408918844
2980,-0.651961013844604,0.75091405262905,0.99444712177625,-0.0483660975749023,-229.03472621024,-0.655831981416473,0.754130405747512,0.999413956637371,-0.00509180012452445,-228.98804007917,0.00503282399107129
